Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3;cluster
0.592;0.000;247.280;2.400;0.000;0.000;0.0;0
0.636;0.104;241.780;2.600;0.000;0.000;0.0;0
0.322;0.134;243.640;1.400;0.000;0.000;0.0;0
1.392;0.100;243.560;5.600;0.000;2.000;18.0;8
0.458;0.216;238.420;2.000;0.000;2.000;0.0;0
1.77;0.470;239.240;7.600;0.000;0.000;18.0;8
8.776;0.512;229.900;38.200;36.000;35.000;16.0;2
0.334;0.178;244.740;1.600;0.000;0.000;0.0;0
0.224;0.000;242.200;1.000;0.000;0.000;0.0;0
1.658;0.156;237.530;7.200;0.000;0.000;17.0;8
2.764;0.064;233.860;11.800;0.000;0.000;17.0;1
0.468;0.300;241.600;2.200;0.000;1.000;0.0;0
1.386;0.108;238.660;5.800;0.000;0.000;18.0;8
4.766;0.000;236.090;20.200;0.000;0.000;0.0;6
0.474;0.342;240.690;2.400;0.000;1.000;0.0;0
0.23;0.000;243.890;1.000;0.000;0.000;0.0;0
3.63;0.000;237.710;15.200;0.000;0.000;17.0;1
0.296;0.000;242.590;1.400;0.000;0.000;0.0;0
0.896;0.138;235.490;4.000;0.000;2.000;0.0;6
3.958;0.062;235.600;16.800;0.000;3.000;17.0;1
3.004;0.540;237.650;13.600;21.000;1.000;17.0;1
0.296;0.126;242.960;1.400;0.000;1.000;0.0;0
3.34;0.266;239.870;14.400;0.000;0.000;18.0;1
3.264;0.164;233.510;14.000;0.000;0.000;17.0;1
1.436;0.208;238.880;6.000;0.000;2.000;18.0;8
0.224;0.000;245.090;1.000;0.000;0.000;0.0;0
0.108;0.000;236.300;0.600;0.000;0.000;0.0;0
2.39;0.114;240.120;9.800;0.000;0.000;0.0;6
6.676;0.000;230.880;28.800;0.000;69.000;16.0;4
0.348;0.118;242.940;1.400;0.000;0.000;0.0;0
0.218;0.000;241.730;1.000;0.000;0.000;0.0;0
2.312;0.048;242.800;9.400;0.000;0.000;0.0;6
2.482;0.254;245.500;10.200;0.000;1.000;18.0;8
0.556;0.000;238.500;2.400;0.000;1.000;0.0;0
0.252;0.000;240.780;1.200;0.000;0.000;0.0;0
4.566;0.116;236.430;19.200;0.000;41.000;17.0;2
0.24;0.000;244.300;1.000;0.000;1.000;0.0;0
2.004;0.100;235.720;8.400;0.000;0.000;0.0;6
0.316;0.128;243.800;1.400;0.000;0.000;0.0;0
0.122;0.000;239.130;0.600;0.000;0.000;0.0;0
1.516;0.108;245.690;6.200;1.000;0.000;18.0;8
0.13;0.000;242.070;0.600;0.000;0.000;0.0;0
0.316;0.090;240.530;1.400;0.000;0.000;0.0;0
0.28;0.106;244.020;1.400;0.000;0.000;0.0;0
1.056;0.288;240.420;4.800;0.000;2.000;0.0;6
1.494;0.304;239.600;6.200;0.000;0.000;17.0;8
0.312;0.134;241.350;1.400;0.000;0.000;0.0;0
0.238;0.000;241.970;1.000;0.000;0.000;0.0;0
2.19;0.126;233.950;9.400;0.000;0.000;17.0;8
1.59;0.096;243.510;6.600;0.000;1.000;18.0;8
0.326;0.122;237.890;1.400;0.000;0.000;0.0;0
0.39;0.102;242.130;2.000;0.000;0.000;0.0;0
1.98;0.170;242.720;8.200;0.000;0.000;18.0;8
4.696;0.150;236.770;19.800;38.000;0.000;17.0;5
3.0;0.198;237.670;12.600;0.000;0.000;0.0;6
0.314;0.118;240.390;1.400;0.000;0.000;0.0;0
0.302;0.214;235.950;1.600;0.000;1.000;0.0;0
0.918;0.138;239.660;4.000;0.000;0.000;0.0;0
1.464;0.094;241.310;6.200;0.000;0.000;15.0;8
0.172;0.070;238.870;0.800;0.000;0.000;0.0;0
0.472;0.342;240.620;2.400;0.000;1.000;0.0;0
0.226;0.000;242.510;1.000;0.000;0.000;0.0;0
1.226;0.362;240.580;6.200;0.000;0.000;0.0;6
0.382;0.110;243.510;1.600;1.000;0.000;0.0;0
1.8;0.300;235.940;7.600;0.000;1.000;17.0;8
3.524;0.078;233.990;15.000;37.000;0.000;17.0;5
4.358;0.458;234.420;18.600;0.000;1.000;16.0;1
1.37;0.122;240.530;5.600;0.000;1.000;18.0;8
0.322;0.156;246.240;1.400;0.000;0.000;0.0;0
0.332;0.132;243.050;1.400;0.000;0.000;0.0;0
1.318;0.000;243.120;5.400;0.000;0.000;18.0;8
2.536;0.000;238.260;10.600;0.000;0.000;0.0;6
0.88;0.162;246.000;3.800;0.000;0.000;0.0;0
0.206;0.000;246.630;0.800;0.000;0.000;0.0;0
1.286;0.146;238.240;5.400;0.000;0.000;0.0;6
1.388;0.120;242.070;5.600;0.000;1.000;18.0;8
1.292;0.000;240.420;5.400;0.000;0.000;17.0;8
2.376;0.000;240.530;9.800;0.000;0.000;0.0;6
2.5;0.160;246.880;10.000;0.000;0.000;0.0;6
0.416;0.238;240.980;2.000;0.000;2.000;0.0;0
0.224;0.000;242.000;1.000;0.000;0.000;0.0;0
3.408;0.000;238.270;14.200;0.000;0.000;17.0;1
0.922;0.262;241.110;4.000;0.000;1.000;0.0;0
0.626;0.140;247.120;2.600;0.000;0.000;0.0;0
1.274;0.062;238.500;5.200;0.000;0.000;17.0;8
1.72;0.086;238.450;7.200;0.000;0.000;17.0;8
1.46;0.058;237.800;6.200;0.000;0.000;0.0;6
0.286;0.100;239.210;1.200;0.000;2.000;0.0;0
1.414;0.180;240.070;6.000;0.000;0.000;0.0;6
1.574;0.064;234.150;6.600;0.000;0.000;0.0;6
0.322;0.128;242.540;1.400;0.000;0.000;0.0;0
0.64;0.098;247.700;2.600;0.000;0.000;0.0;0
0.246;0.000;242.100;1.000;0.000;0.000;0.0;0
0.292;0.110;240.590;1.200;0.000;2.000;0.0;0
0.326;0.150;246.780;1.400;0.000;0.000;0.0;0
0.418;0.218;233.720;2.200;0.000;0.000;0.0;0
2.356;0.000;237.360;9.800;0.000;0.000;17.0;8
0.206;0.000;241.430;0.800;0.000;0.000;0.0;0
1.856;0.360;239.780;8.000;1.000;1.000;17.0;8
3.572;0.056;237.010;15.400;0.000;2.000;17.0;1
0.546;0.208;240.580;2.400;0.000;2.000;0.0;0
1.27;0.162;234.830;5.400;0.000;2.000;17.0;8
0.234;0.000;242.980;1.000;0.000;0.000;0.0;0
1.728;0.230;236.350;7.200;0.000;2.000;17.0;8
0.308;0.112;239.770;1.400;0.000;0.000;0.0;0
0.654;0.122;242.330;2.800;0.000;0.000;0.0;0
0.218;0.000;241.400;0.800;0.000;0.000;0.0;0
0.236;0.000;244.500;1.000;0.000;0.000;0.0;0
1.342;0.000;244.930;5.400;0.000;0.000;18.0;8
2.772;0.094;233.540;11.800;0.000;0.000;17.0;1
2.688;0.052;237.740;11.200;0.000;0.000;0.0;6
0.33;0.124;246.900;1.400;0.000;0.000;0.0;0
1.856;0.260;238.640;7.800;1.000;0.000;17.0;8
0.458;0.292;241.270;2.200;0.000;2.000;0.0;0
2.43;0.066;244.000;9.800;0.000;0.000;0.0;6
2.236;0.000;241.630;9.400;0.000;0.000;0.0;6
0.31;0.098;246.700;1.400;0.000;1.000;0.0;0
0.242;0.000;243.490;1.000;0.000;0.000;0.0;0
0.39;0.230;243.040;1.800;0.000;0.000;0.0;0
1.474;0.000;240.410;6.000;0.000;0.000;0.0;6
0.36;0.138;239.700;1.600;0.000;0.000;0.0;0
1.358;0.090;239.090;5.600;0.000;0.000;17.0;8
1.578;0.082;242.420;6.400;0.000;0.000;18.0;8
0.244;0.000;243.020;1.000;0.000;0.000;0.0;0
1.486;0.122;239.230;6.200;0.000;0.000;18.0;8
1.68;0.370;238.960;7.200;0.000;0.000;18.0;8
0.298;0.126;245.090;1.200;0.000;1.000;0.0;0
1.376;0.160;239.770;5.800;0.000;0.000;17.0;8
2.246;0.116;238.370;9.600;0.000;14.000;18.0;7
1.766;0.406;243.950;7.400;0.000;0.000;18.0;8
0.414;0.204;241.740;1.800;0.000;2.000;0.0;0
3.27;0.000;236.260;13.800;0.000;0.000;17.0;1
0.934;0.146;241.050;3.800;0.000;0.000;0.0;0
1.986;0.000;239.060;8.400;2.000;0.000;18.0;8
0.208;0.000;240.170;1.000;0.000;0.000;0.0;0
0.39;0.116;238.820;1.600;0.000;0.000;0.0;0
3.368;0.000;232.860;14.400;36.000;0.000;16.0;5
2.374;0.118;240.690;9.800;0.000;0.000;0.0;6
2.566;0.188;240.610;10.800;0.000;1.000;18.0;1
1.276;0.000;238.340;5.200;0.000;0.000;18.0;8
2.49;0.218;242.270;10.200;0.000;1.000;0.0;6
1.602;0.072;244.130;6.600;0.000;0.000;0.0;0
0.308;0.132;241.940;1.400;0.000;0.000;0.0;0
0.29;0.148;245.590;1.400;0.000;0.000;0.0;0
1.324;0.000;242.290;5.400;0.000;0.000;18.0;8
0.916;0.262;240.950;4.000;0.000;2.000;0.0;6
1.39;0.064;239.970;5.800;0.000;0.000;17.0;8
0.214;0.000;243.190;1.000;0.000;0.000;0.0;0
4.742;0.000;233.360;20.200;36.000;0.000;17.0;5
0.294;0.108;243.330;1.200;0.000;2.000;0.0;0
0.216;0.000;246.110;1.000;0.000;0.000;0.0;0
3.672;0.186;237.810;15.400;39.000;0.000;17.0;5
0.226;0.000;247.330;1.000;0.000;0.000;0.0;0
0.242;0.000;242.890;1.000;0.000;0.000;0.0;0
0.334;0.118;239.640;1.600;0.000;0.000;0.0;0
0.292;0.080;243.350;1.200;0.000;0.000;0.0;0
0.326;0.134;242.790;1.400;0.000;0.000;0.0;0
0.324;0.106;240.970;1.400;0.000;0.000;0.0;0
0.318;0.114;241.780;1.400;0.000;1.000;0.0;0
0.324;0.094;241.670;1.400;0.000;0.000;0.0;0
0.368;0.082;240.170;1.600;0.000;1.000;0.0;0
0.288;0.112;241.660;1.200;0.000;2.000;0.0;0
0.326;0.122;243.290;1.400;0.000;0.000;0.0;0
2.488;0.160;238.350;10.400;1.000;36.000;0.0;3
0.29;0.094;244.810;1.200;0.000;1.000;0.0;0
3.3;0.304;233.960;14.000;0.000;2.000;16.0;1
0.308;0.142;242.910;1.400;0.000;0.000;0.0;0
1.56;0.000;237.580;6.400;0.000;0.000;17.0;8
0.294;0.104;240.410;1.200;0.000;2.000;0.0;0
1.498;0.092;237.200;6.200;1.000;0.000;17.0;8
3.216;0.312;237.660;13.600;0.000;0.000;17.0;1
2.302;0.000;240.520;9.400;0.000;0.000;0.0;6
0.208;0.000;245.270;0.800;0.000;0.000;0.0;0
1.31;0.000;241.500;5.400;0.000;0.000;18.0;8
2.516;0.066;239.320;11.200;0.000;0.000;18.0;1
1.38;0.092;241.240;5.600;0.000;0.000;0.0;0
1.938;0.356;243.710;8.000;1.000;0.000;19.0;8
0.318;0.118;241.320;1.400;0.000;0.000;0.0;0
3.61;0.100;237.970;15.200;0.000;38.000;17.0;2
0.734;0.100;240.840;3.600;0.000;0.000;0.0;0
3.454;0.000;244.140;14.000;0.000;0.000;18.0;1
1.454;0.098;241.420;6.000;0.000;0.000;18.0;8
0.73;0.068;232.600;3.400;0.000;0.000;0.0;6
1.382;0.098;240.230;5.600;0.000;0.000;18.0;8
0.434;0.000;247.210;2.000;0.000;0.000;0.0;0
0.214;0.000;240.930;0.800;0.000;0.000;0.0;0
0.298;0.102;243.420;1.200;0.000;0.000;0.0;0
2.548;0.068;238.300;10.600;0.000;0.000;18.0;1
1.324;0.066;236.750;5.600;0.000;0.000;17.0;8
0.226;0.000;243.760;1.000;0.000;0.000;0.0;0
0.274;0.000;243.120;1.200;0.000;0.000;0.0;0
2.268;0.000;237.700;9.400;0.000;0.000;0.0;6
0.264;0.092;237.050;1.200;0.000;0.000;0.0;0
2.146;0.062;240.310;8.800;0.000;0.000;18.0;8
0.378;0.064;243.560;1.600;0.000;1.000;0.0;0
2.352;0.148;240.060;10.800;0.000;13.000;18.0;7
0.24;0.000;242.800;1.000;0.000;0.000;0.0;0
0.442;0.130;243.340;2.000;0.000;0.000;0.0;0
2.738;0.000;236.720;11.600;0.000;0.000;18.0;1
0.48;0.336;239.320;2.400;0.000;2.000;0.0;0
1.634;0.000;241.640;6.600;0.000;0.000;18.0;8
0.252;0.000;243.120;1.000;0.000;0.000;0.0;0
0.338;0.158;244.370;1.600;0.000;0.000;0.0;0
0.222;0.000;242.770;1.000;0.000;0.000;0.0;0
2.376;0.118;241.470;9.800;0.000;0.000;0.0;6
2.216;0.000;232.530;9.600;1.000;0.000;17.0;1
0.298;0.152;240.130;1.400;0.000;0.000;0.0;0
0.218;0.000;244.460;1.000;0.000;0.000;0.0;0
1.364;0.000;239.500;5.600;1.000;0.000;17.0;8
2.502;0.366;238.410;10.600;0.000;0.000;0.0;6
6.634;0.472;234.050;28.400;0.000;36.000;17.0;2
1.366;0.112;237.160;6.000;0.000;0.000;0.0;6
0.326;0.250;242.160;1.600;0.000;1.000;0.0;0
0.286;0.108;244.680;1.200;0.000;0.000;0.0;0
1.306;0.058;241.630;5.400;0.000;0.000;18.0;8
0.246;0.000;242.810;1.000;0.000;0.000;0.0;0
0.314;0.116;239.750;1.400;0.000;0.000;0.0;0
1.62;0.000;238.310;7.200;0.000;0.000;17.0;8
0.282;0.096;239.880;1.200;0.000;0.000;0.0;0
1.406;0.146;243.720;5.800;0.000;0.000;18.0;8
1.326;0.000;238.670;5.600;0.000;0.000;18.0;8
1.992;0.000;243.500;8.800;0.000;0.000;0.0;6
0.318;0.122;241.520;1.400;0.000;1.000;0.0;0
0.226;0.130;238.500;1.000;0.000;0.000;0.0;0
3.262;0.274;233.410;14.000;0.000;0.000;17.0;1
0.274;0.078;244.940;1.200;0.000;0.000;0.0;0
0.888;0.124;242.850;5.400;0.000;0.000;0.0;0
1.058;0.166;242.360;4.400;0.000;0.000;0.0;0
2.332;0.462;242.340;10.000;0.000;0.000;18.0;8
3.074;0.272;238.430;12.800;0.000;1.000;17.0;1
1.322;0.000;239.620;5.400;0.000;0.000;18.0;8
0.26;0.000;243.330;1.200;0.000;0.000;0.0;0
0.22;0.000;244.450;1.000;0.000;0.000;0.0;0
1.818;0.070;238.890;7.600;0.000;0.000;18.0;8
1.268;0.102;239.710;5.200;0.000;1.000;18.0;8
2.416;0.186;239.720;10.000;0.000;1.000;0.0;6
0.406;0.206;242.310;1.800;0.000;2.000;0.0;0
0.372;0.218;242.990;1.800;0.000;1.000;0.0;0
2.008;0.276;243.720;8.200;0.000;2.000;18.0;8
1.756;0.128;242.930;7.200;0.000;0.000;18.0;8
0.22;0.000;242.270;0.800;0.000;0.000;0.0;0
3.044;0.160;242.370;12.400;0.000;0.000;0.0;6
0.222;0.000;243.060;1.000;0.000;0.000;0.0;0
2.394;0.220;236.280;10.000;0.000;0.000;17.0;8
0.398;0.260;241.450;2.000;0.000;0.000;0.0;0
1.324;0.000;241.700;5.400;0.000;0.000;18.0;8
1.878;0.136;237.710;8.000;0.000;0.000;17.0;8
1.714;0.206;236.740;7.200;1.000;1.000;18.0;8
1.554;0.000;243.960;6.400;2.000;0.000;19.0;8
0.332;0.124;240.630;1.400;0.000;1.000;0.0;0
0.338;0.170;242.840;1.600;0.000;0.000;0.0;0
1.638;0.048;243.320;6.800;0.000;0.000;18.0;8
0.318;0.134;243.960;1.400;0.000;0.000;0.0;0
2.44;0.470;237.630;10.400;0.000;1.000;0.0;6
0.438;0.190;241.530;2.200;0.000;1.000;0.0;0
1.928;0.000;242.510;8.000;0.000;0.000;18.0;8
0.222;0.000;242.420;1.000;0.000;0.000;0.0;0
1.414;0.072;240.380;5.800;0.000;0.000;18.0;8
0.24;0.000;243.310;1.000;0.000;0.000;0.0;0
1.19;0.254;240.860;5.800;0.000;0.000;0.0;0
0.27;0.000;244.200;1.400;0.000;1.000;0.0;0
0.26;0.134;241.920;1.200;0.000;0.000;0.0;0
0.384;0.230;241.980;1.800;0.000;0.000;0.0;0
0.222;0.000;241.500;1.000;0.000;0.000;0.0;0
0.354;0.194;237.420;1.600;0.000;1.000;0.0;0
1.374;0.106;240.340;5.600;0.000;0.000;18.0;8
0.29;0.086;238.910;1.200;0.000;0.000;0.0;0
0.31;0.106;237.910;1.400;0.000;0.000;0.0;0
0.272;0.000;241.060;1.200;0.000;0.000;0.0;0
2.434;0.106;239.950;10.000;0.000;1.000;0.0;6
0.214;0.000;244.600;1.000;0.000;0.000;0.0;0
1.344;0.088;239.360;5.600;0.000;1.000;18.0;8
1.41;0.120;239.130;5.800;0.000;0.000;18.0;8
1.496;0.000;241.820;6.200;1.000;1.000;18.0;8
3.724;0.090;238.070;15.600;39.000;1.000;18.0;5
0.596;0.126;239.770;2.400;0.000;0.000;0.0;0
3.396;0.090;238.670;14.200;0.000;1.000;17.0;1
2.62;0.000;239.820;10.800;0.000;0.000;0.0;6
2.618;0.138;243.720;10.600;0.000;0.000;0.0;6
2.278;0.000;240.180;9.400;0.000;0.000;0.0;6
1.222;0.000;241.400;5.000;0.000;0.000;0.0;0
1.356;0.078;237.970;5.600;0.000;0.000;17.0;8
2.632;0.140;238.230;11.000;0.000;0.000;17.0;8
1.318;0.000;241.380;5.400;0.000;0.000;18.0;8
0.288;0.108;241.660;1.200;0.000;1.000;0.0;0
3.082;0.248;234.510;13.200;0.000;1.000;17.0;1
0.67;0.238;241.270;3.200;0.000;0.000;0.0;0
2.874;0.326;235.580;12.200;0.000;1.000;17.0;1
0.354;0.116;239.170;1.600;0.000;0.000;0.0;0
1.22;0.000;240.020;5.000;0.000;0.000;17.0;8
0.372;0.264;246.120;1.800;0.000;1.000;0.0;0
0.42;0.296;244.550;2.000;0.000;1.000;0.0;0
2.714;0.308;239.010;11.400;0.000;2.000;17.0;1
0.398;0.226;237.370;1.800;0.000;1.000;0.0;0
2.226;0.604;239.450;9.600;0.000;0.000;17.0;8
1.852;0.126;236.060;7.800;0.000;0.000;17.0;8
3.568;0.074;236.600;15.000;37.000;0.000;17.0;5
0.224;0.000;245.070;1.000;0.000;0.000;0.0;0
2.364;0.000;238.120;9.800;0.000;0.000;17.0;8
0.368;0.060;243.180;1.800;0.000;0.000;0.0;0
2.148;0.048;238.760;9.000;1.000;0.000;17.0;8
0.29;0.082;241.920;1.200;0.000;1.000;0.0;0
1.294;0.182;240.370;5.400;0.000;0.000;0.0;0
0.72;0.238;243.830;3.000;0.000;0.000;0.0;0
0.424;0.272;242.920;2.000;0.000;1.000;0.0;0
0.278;0.098;244.990;1.200;0.000;0.000;0.0;0
1.198;0.264;243.310;6.600;0.000;1.000;0.0;6
2.576;0.196;235.680;10.800;0.000;0.000;17.0;1
0.988;0.000;238.360;4.000;0.000;0.000;0.0;0
1.408;0.112;241.930;5.800;0.000;0.000;18.0;8
0.314;0.150;245.010;1.400;0.000;0.000;0.0;0
0.184;0.000;241.570;1.000;0.000;0.000;0.0;0
4.984;0.162;232.780;21.400;36.000;1.000;17.0;5
0.412;0.000;240.670;2.000;0.000;0.000;0.0;0
3.392;0.056;237.750;14.200;0.000;0.000;18.0;1
0.308;0.096;242.380;1.400;0.000;0.000;0.0;0
0.38;0.212;242.060;1.800;0.000;2.000;0.0;0
0.226;0.000;246.350;1.000;0.000;0.000;0.0;0
0.322;0.124;242.440;1.400;0.000;0.000;0.0;0
0.128;0.000;236.590;0.600;0.000;0.000;0.0;0
0.222;0.000;244.630;1.000;0.000;0.000;0.0;0
0.32;0.132;243.380;1.400;0.000;2.000;0.0;0
0.3;0.228;239.260;1.600;0.000;0.000;0.0;0
0.674;0.110;242.850;2.800;0.000;0.000;0.0;0
0.358;0.214;245.350;1.600;0.000;0.000;0.0;0
5.406;0.512;233.130;23.400;37.000;0.000;0.0;7
1.372;0.082;241.560;7.000;0.000;0.000;0.0;6
0.378;0.226;242.940;1.800;0.000;1.000;0.0;0
0.554;0.000;245.350;2.600;0.000;0.000;0.0;0
1.442;0.204;237.690;6.000;0.000;1.000;18.0;8
0.23;0.000;240.940;1.000;0.000;0.000;0.0;0
2.38;0.058;236.000;10.000;0.000;0.000;0.0;6
0.278;0.000;245.640;1.400;0.000;0.000;0.0;0
1.43;0.128;240.880;5.800;0.000;0.000;17.0;8
1.568;0.088;243.240;6.400;0.000;2.000;19.0;8
1.348;0.098;233.830;5.800;0.000;0.000;17.0;8
2.97;0.250;235.440;12.800;0.000;1.000;17.0;1
0.314;0.136;242.760;1.400;0.000;1.000;0.0;0
0.312;0.120;240.530;1.400;0.000;0.000;0.0;0
2.374;0.082;240.870;9.800;0.000;0.000;17.0;8
0.292;0.078;244.980;1.200;0.000;0.000;0.0;0
0.222;0.000;246.030;1.000;0.000;0.000;0.0;0
2.256;0.000;238.610;9.400;0.000;0.000;0.0;6
0.218;0.000;242.400;1.000;0.000;0.000;0.0;0
0.284;0.100;239.360;1.200;0.000;1.000;0.0;0
0.366;0.124;243.640;1.600;0.000;0.000;0.0;0
1.352;0.000;238.790;5.600;1.000;0.000;18.0;8
0.374;0.200;242.180;1.600;0.000;1.000;0.0;0
1.564;0.092;244.940;6.400;0.000;0.000;18.0;8
0.386;0.238;244.510;1.800;0.000;0.000;0.0;0
3.258;0.000;238.830;13.600;0.000;0.000;0.0;6
5.792;0.122;237.330;24.400;38.000;36.000;17.0;2
0.286;0.104;242.210;1.200;0.000;1.000;0.0;0
0.33;0.092;243.610;1.400;0.000;0.000;0.0;0
0.33;0.132;244.520;1.400;0.000;0.000;0.0;0
1.378;0.114;242.250;5.600;0.000;0.000;18.0;8
0.328;0.124;245.480;1.600;0.000;0.000;0.0;0
0.41;0.210;241.530;1.800;0.000;2.000;0.0;0
1.756;0.104;237.780;7.400;0.000;0.000;0.0;6
2.526;0.000;237.720;10.600;0.000;0.000;0.0;6
3.218;0.368;242.780;13.400;40.000;0.000;1.0;7
1.554;0.092;240.750;6.400;0.000;1.000;18.0;8
1.87;0.358;236.680;8.000;0.000;0.000;0.0;6
3.524;0.076;238.030;14.800;0.000;0.000;17.0;1
2.322;0.000;239.460;9.600;0.000;0.000;17.0;8
2.516;0.438;243.640;10.600;0.000;0.000;18.0;8
1.278;0.000;239.390;5.200;0.000;0.000;18.0;8
0.216;0.000;239.890;0.800;0.000;0.000;0.0;0
4.068;0.178;240.670;16.800;0.000;0.000;18.0;1
1.588;0.138;246.700;6.400;0.000;0.000;18.0;8
1.296;0.000;241.890;5.200;0.000;0.000;18.0;8
1.31;0.000;238.990;5.400;0.000;0.000;18.0;8
1.654;0.242;236.240;7.000;0.000;0.000;0.0;6
2.238;0.000;237.670;9.400;0.000;0.000;0.0;6
0.21;0.000;243.020;0.800;0.000;0.000;0.0;0
0.334;0.096;240.130;1.400;0.000;0.000;0.0;0
0.316;0.120;240.620;1.400;0.000;0.000;0.0;0
2.252;0.000;238.360;9.400;0.000;0.000;0.0;6
0.35;0.092;236.120;1.600;0.000;0.000;0.0;0
6.538;0.588;237.950;27.400;0.000;73.000;17.0;4
1.568;0.370;240.680;6.600;0.000;0.000;18.0;8
2.278;0.000;239.830;9.400;0.000;0.000;0.0;6
1.404;0.116;240.270;5.800;0.000;1.000;17.0;8
1.846;0.054;239.990;8.400;0.000;0.000;0.0;6
4.376;0.072;241.300;18.000;0.000;0.000;18.0;1
0.306;0.092;243.140;1.200;0.000;1.000;0.0;0
4.542;0.178;234.590;19.200;0.000;0.000;17.0;1
0.308;0.108;238.560;1.400;0.000;0.000;0.0;0
0.292;0.000;244.430;1.200;0.000;0.000;0.0;0
1.434;0.260;243.330;6.000;1.000;0.000;0.0;0
2.474;0.178;241.860;10.200;0.000;0.000;0.0;6
1.366;0.130;238.720;5.600;0.000;1.000;18.0;8
0.312;0.162;243.230;1.400;0.000;0.000;0.0;0
0.852;0.046;245.060;3.600;0.000;5.000;0.0;6
0.464;0.332;240.870;2.400;0.000;1.000;0.0;0
1.51;0.240;242.790;6.200;0.000;0.000;18.0;8
2.358;0.436;234.400;10.200;0.000;1.000;17.0;1
1.474;0.196;239.340;6.200;0.000;2.000;17.0;8
0.492;0.412;241.330;2.600;0.000;0.000;0.0;0
1.958;0.240;241.880;8.400;0.000;22.000;0.0;7
0.8;0.086;241.330;3.200;0.000;2.000;0.0;0
1.262;0.000;237.410;5.200;0.000;0.000;17.0;8
0.402;0.242;245.390;1.800;0.000;0.000;0.0;0
0.326;0.116;240.550;1.400;0.000;0.000;0.0;0
0.222;0.000;240.700;1.000;0.000;0.000;0.0;0
0.332;0.090;244.100;1.400;1.000;0.000;0.0;0
1.296;0.046;243.260;5.200;0.000;0.000;18.0;8
0.584;0.232;240.830;2.600;0.000;4.000;0.0;6
0.318;0.142;243.480;1.400;0.000;2.000;0.0;0
0.3;0.104;239.880;1.200;0.000;1.000;0.0;0
0.222;0.000;242.940;1.000;0.000;0.000;0.0;0
1.454;0.000;235.380;6.200;0.000;3.000;17.0;8
2.842;0.130;237.010;12.000;0.000;0.000;17.0;1
0.508;0.252;243.100;2.400;0.000;1.000;0.0;0
1.384;0.094;240.170;5.800;1.000;0.000;17.0;8
0.22;0.000;243.470;1.000;0.000;0.000;0.0;0
0.322;0.112;238.550;1.400;0.000;0.000;0.0;0
2.098;0.232;244.480;8.600;0.000;0.000;19.0;8
5.718;0.306;236.960;24.200;1.000;57.000;17.0;4
0.288;0.106;241.230;1.200;0.000;1.000;0.0;0
0.276;0.166;233.180;1.400;0.000;0.000;0.0;0
0.412;0.312;237.880;2.200;0.000;1.000;0.0;0
1.144;0.268;236.870;5.000;0.000;2.000;0.0;6
0.298;0.122;248.260;1.200;0.000;0.000;0.0;0
0.332;0.112;245.360;1.400;0.000;0.000;0.0;0
1.488;0.000;240.650;6.200;0.000;0.000;18.0;8
0.306;0.108;239.920;1.400;0.000;2.000;0.0;0
1.232;0.254;242.340;5.400;0.000;0.000;16.0;8
1.98;0.240;239.100;8.200;1.000;0.000;18.0;8
1.348;0.114;239.950;5.600;0.000;1.000;18.0;8
1.34;0.000;241.890;5.400;0.000;0.000;17.0;8
0.5;0.196;248.900;2.400;0.000;0.000;0.0;0
2.162;0.000;239.280;9.000;0.000;0.000;18.0;8
1.462;0.280;238.730;6.200;0.000;0.000;17.0;8
3.166;0.182;234.800;13.400;0.000;1.000;17.0;1
1.412;0.128;241.980;5.800;0.000;2.000;18.0;8
5.072;0.358;235.250;21.600;0.000;31.000;17.0;2
0.222;0.118;235.880;1.000;0.000;0.000;0.0;0
0.216;0.000;242.780;1.000;0.000;0.000;0.0;0
0.932;0.216;238.980;4.000;0.000;0.000;0.0;0
2.426;0.126;242.790;10.000;0.000;0.000;0.0;6
5.388;0.176;234.950;22.800;0.000;38.000;17.0;2
4.126;0.502;239.570;18.000;0.000;35.000;0.0;3
1.47;0.192;237.010;6.200;0.000;2.000;17.0;8
2.368;0.142;239.390;9.800;0.000;0.000;0.0;6
2.474;0.152;245.500;10.000;0.000;0.000;0.0;6
3.766;0.000;242.100;15.400;0.000;40.000;18.0;2
1.362;0.084;241.170;5.600;0.000;2.000;18.0;8
0.788;0.084;239.820;3.200;0.000;0.000;0.0;0
0.214;0.000;239.520;0.800;0.000;0.000;0.0;0
1.23;0.100;235.250;5.200;0.000;0.000;17.0;8
1.238;0.000;241.120;5.000;0.000;0.000;0.0;0
0.692;0.046;239.360;2.800;0.000;0.000;0.0;0
4.06;0.136;238.510;17.200;1.000;30.000;18.0;2
1.288;0.000;241.010;5.200;0.000;0.000;18.0;8
0.304;0.104;241.220;1.400;0.000;1.000;0.0;0
1.514;0.078;241.530;6.200;0.000;2.000;18.0;8
0.67;0.380;243.150;3.200;0.000;0.000;0.0;0
0.354;0.152;241.000;1.600;0.000;2.000;0.0;0
0.298;0.084;241.410;1.200;0.000;1.000;0.0;0
0.942;0.180;232.510;4.600;0.000;2.000;8.0;6
1.32;0.000;243.260;5.400;0.000;0.000;18.0;8
0.418;0.290;243.020;2.000;0.000;0.000;0.0;0
0.35;0.186;240.980;1.600;0.000;0.000;0.0;0
